Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q04M23	UPPP_STRP2	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA SPD_0417	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)	281
C1C5J2	UPPP_STRP7	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SP70585_0528	Streptococcus pneumoniae (strain 70585)	281
Q1J8H6	UPPP_STRPF	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA MGAS10750_Spy0235	Streptococcus pyogenes serotype M4 (strain MGAS10750)	279
A6U483	TCAA_STAA2	reviewed	Membrane-associated protein TcaA	tcaA SaurJH1_2426	Staphylococcus aureus (strain JH1)	460
Q8CN95	TCAA_STAES	reviewed	Membrane-associated protein TcaA	tcaA SE_1936	Staphylococcus epidermidis (strain ATCC 12228)	462
P18622	STRA_STRGA	reviewed	Streptomycin 6-kinase (EC 2.7.1.72) (APH(6)) (Streptidine kinase) (Streptomycin 6-phosphotransferase)	sph	Streptomyces glaucescens	307
Q2SYE1	UPPP1_BURTA	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 BTH_I1512	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264)	276
B3EEG6	UPPP_CHLL2	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Clim_1735	Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330)	283
Q8EHD3	UPPP1_SHEON	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 bacA1 upk1 SO_1293	Shewanella oneidensis (strain MR-1)	266
B1J8R9	UPPP_PSEPW	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP PputW619_2756	Pseudomonas putida (strain W619)	276
P62463	UPPP3_BACC1	reviewed	Undecaprenyl-diphosphatase 3 (EC 3.6.1.27) (Bacitracin resistance protein 3) (Undecaprenyl pyrophosphate phosphatase 3)	uppP3 bacA3 upk3 BCE_2732	Bacillus cereus (strain ATCC 10987 / NRS 248)	259
Q0RHR9	UPPP3_FRAAA	reviewed	Undecaprenyl-diphosphatase 3 (EC 3.6.1.27) (Bacitracin resistance protein 3) (Undecaprenyl pyrophosphate phosphatase 3)	uppP3 FRAAL4312	Frankia alni (strain ACN14a)	297
Q0BTT3	UPPP_GRABC	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP GbCGDNIH1_0871	Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1)	295
B5ZYG2	UPPP_RHILW	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Rleg2_4321	Rhizobium leguminosarum bv. trifolii (strain WSM2304)	266
B8CWG2	UPPP_HALOH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Hore_08750	Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562)	259
Q47744	VANR_ENTFA	reviewed	Regulatory protein VanRB	vanRB EF_2299	Enterococcus faecalis (strain ATCC 700802 / V583)	220
P00551	KKA1_ECOLX	reviewed	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) (APH(3')-I) (APH(3')I) (Kanamycin kinase, type I) (Neomycin-kanamycin phosphotransferase type I)	aphA1 nptI	Escherichia coli	271
P0A4A5	RS12_STRLI	reviewed	30S ribosomal protein S12	rpsL	Streptomyces lividans	123
Q06796	RL11_BACSU	reviewed	50S ribosomal protein L11 (BL11)	rplK relC tsp6 BSU01020	Bacillus subtilis (strain 168)	141
Q7W0D3	VGB_BORPE	reviewed	Virginiamycin B lyase (EC 4.2.99.-) (Streptogramin B lyase)	vgb BP0212	Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251)	299
Q99UQ0	RLMN_STAAM	reviewed	Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN SAV1218	Staphylococcus aureus (strain Mu50 / ATCC 700699)	364
P23835	TETO_CAMCO	reviewed	Tetracycline resistance protein TetO (Tet(O))	tetO tet(O)	Campylobacter coli	639
O05197	TETQ_PREIN	reviewed	Tetracycline resistance protein TetQ (Tet(Q))	tetQ tet(Q)	Prevotella intermedia	654
P02930	TOLC_ECOLI	reviewed	Outer membrane protein TolC (Multidrug efflux pump subunit TolC) (Outer membrane factor TolC)	tolC colE1-i mtcB mukA refI toc weeA b3035 JW5503	Escherichia coli (strain K12)	493
Q38VP0	UPPP_LACSS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA LCA_1441	Lactobacillus sakei subsp. sakei (strain 23K)	275
A2S9B4	UPPP_BURM9	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BMA10229_A2575	Burkholderia mallei (strain NCTC 10229)	276
A3Q1C2	UPPP_MYCSJ	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Mjls_3170	Mycobacterium sp. (strain JLS)	276
B2HFY7	UPPP_MYCMM	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP MMAR_3116	Mycobacterium marinum (strain ATCC BAA-535 / M)	282
A3NTZ5	UPPP1_BURP0	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 BURPS1106A_1544	Burkholderia pseudomallei (strain 1106a)	276
B4RQE0	UPPP_NEIG2	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP NGK_1837	Neisseria gonorrhoeae (strain NCCP11945)	273
P60937	UPPP_CORDI	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk DIP1262	Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)	282
Q6HND2	UPPP2_BACHK	reviewed	Undecaprenyl-diphosphatase 2 (EC 3.6.1.27) (Bacitracin resistance protein 2) (Undecaprenyl pyrophosphate phosphatase 2)	uppP2 bacA BT9727_0593	Bacillus thuringiensis subsp. konkukian (strain 97-27)	270
A8ZXM2	UPPP_DESOH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Dole_1174	Desulfococcus oleovorans (strain DSM 6200 / Hxd3)	273
Q3K9J0	UPPP2_PSEPF	reviewed	Undecaprenyl-diphosphatase 2 (EC 3.6.1.27) (Bacitracin resistance protein 2) (Undecaprenyl pyrophosphate phosphatase 2)	uppP2 Pfl01_3826	Pseudomonas fluorescens (strain Pf0-1)	277
Q3IDA4	UPPP2_PSEHT	reviewed	Undecaprenyl-diphosphatase 2 (EC 3.6.1.27) (Bacitracin resistance protein 2) (Undecaprenyl pyrophosphate phosphatase 2)	uppP2 PSHAb0269	Pseudoalteromonas haloplanktis (strain TAC 125)	256
Q2N736	UPPP_ERYLH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP ELI_12065	Erythrobacter litoralis (strain HTCC2594)	285
Q5FUS6	UPPP_GLUOX	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP GOX0024	Gluconobacter oxydans (strain 621H) (Gluconobacter suboxydans)	280
Q9PCE0	UPPP_XYLFA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk XF_1841	Xylella fastidiosa (strain 9a5c)	261
A0PZT1	PBPA_CLONN	reviewed	Penicillin-binding protein 1A (PBP1a) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	pbpA NT01CX_1810	Clostridium novyi (strain NT)	863
Q9UVB8	RL44_WICCF	reviewed	60S ribosomal protein L44 (60S ribosomal protein L41)	RPL44 CYH2 BN7_5507	Wickerhamomyces ciferrii (strain F-60-10 / ATCC 14091 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031) (Yeast) (Pichia ciferrii)	106
Q47746	VANY_ENTFA	reviewed	D-alanyl-D-alanine carboxypeptidase (D,D-carboxypeptidase) (D-Ala-D-Ala carboxypeptidase) (EC 3.4.17.-)	vanYB EF_2297	Enterococcus faecalis (strain ATCC 700802 / V583)	268
P00956	SYI_ECOLI	reviewed	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS ilvS b0026 JW0024	Escherichia coli (strain K12)	938
A6KZJ8	UPPP_BACV8	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BVU_1171	Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154)	266
B7J1I6	UPPP_BORBZ	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BbuZS7_0264	Borrelia burgdorferi (strain ZS7)	266
B2GIP7	UPPP_KOCRD	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP KRH_13930	Kocuria rhizophila (strain ATCC 9341 / DSM 348 / NBRC 103217 / DC2201)	277
Q7VEQ2	UPPP_MYCBO	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk BQ2027_MB2160C	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	276
P9WFF9	UPPP_MYCTU	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk Rv2136c MTCY270.32	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	282
Q3KD12	UPPP1_PSEPF	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 Pfl01_2602	Pseudomonas fluorescens (strain Pf0-1)	276
A7MJT8	UPPP_CROS8	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP ESA_00361	Cronobacter sakazakii (strain ATCC BAA-894) (Enterobacter sakazakii)	272
A1AV04	UPPP_PELPD	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Ppro_3583	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	273
C0QC99	UPPP_DESAH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP HRM2_40590	Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2)	276
A2C666	UPPP_PROM3	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA P9303_02211	Prochlorococcus marinus (strain MIT 9303)	293
B6I428	UPPP_ECOSE	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP ECSE_3337	Escherichia coli (strain SE11)	273
Q2SL19	UPPP_HAHCH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP HCH_01816	Hahella chejuensis (strain KCTC 2396)	266
Q9KUJ4	UPPP_VIBCH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk VC_0526	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	267
A7FE74	UPPP_YERP3	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP YpsIP31758_0559	Yersinia pseudotuberculosis serotype O:1b (strain IP 31758)	272
Q1B571	VGB_MYCSS	reviewed	Virginiamycin B lyase (EC 4.2.99.-) (Streptogramin B lyase)	vgb Mmcs_3858	Mycobacterium sp. (strain MCS)	280
P60935	UPPP_STRR6	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk spr0413	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	281
Q8DKW4	UPPP_THEEB	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk tlr0737	Thermosynechococcus elongatus (strain BP-1)	273
O51273	UPPP_BORBU	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk BB_0258	Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680)	266
Q9PIS4	UPPP_CAMJE	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk Cj0205	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	267
B3QQ95	UPPP_CHLP8	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Cpar_1706	Chlorobaculum parvum (strain NCIB 8327) (Chlorobium vibrioforme subsp. thiosulfatophilum (strain DSM 263 / NCIB 8327))	282
Q5WH44	UPPP1_BACSK	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 ABC1776	Bacillus clausii (strain KSM-K16)	277
Q7NYE7	UPPP1_CHRVO	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 bacA1 upk1 CV_1327	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)	270
A0Q210	UPPP_CLONN	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP NT01CX_0158	Clostridium novyi (strain NT)	286
Q2JAC3	UPPP1_FRACC	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 Francci3_2402	Frankia casuarinae (strain DSM 45818 / CECT 9043 / CcI3)	371
A3DHS8	UPPP_CLOTH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Cthe_2305	Clostridium thermocellum (strain ATCC 27405 / DSM 1237 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Ruminiclostridium thermocellum)	272
Q47W31	UPPP_COLP3	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP CPS_4342	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	272
Q3J7B5	UPPP_NITOC	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Noc_2835	Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / NCIMB 11848 / C-107)	265
Q9RX61	UPPP_DEIRA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk DR_0454	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	274
C6DDL8	UPPP_PECCP	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP PC1_3409	Pectobacterium carotovorum subsp. carotovorum (strain PC1)	272
B8FX50	UPPP_DESHD	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Dhaf_0873	Desulfitobacterium hafniense (strain DCB-2 / DSM 10664)	278
B7MAD4	UPPP_ECO45	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP ECS88_3455	Escherichia coli O45:K1 (strain S88 / ExPEC)	273
C0QU08	UPPP_PERMH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP PERMA_0381	Persephonella marina (strain DSM 14350 / EX-H1)	254
P67386	UPPP_ECOL6	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk c3807	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	273
A3PCQ0	UPPP_PROM0	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA P9301_09021	Prochlorococcus marinus (strain MIT 9301)	266
P60932	UPPP_ECOLI	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk b3057 JW3029	Escherichia coli (strain K12)	273
Q7VCK5	UPPP_PROMA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk Pro_0735	Prochlorococcus marinus (strain SARG / CCMP1375 / SS120)	289
Q05709	VANH_ENTFC	reviewed	D-specific alpha-keto acid dehydrogenase (EC 1.1.1.-) (Vancomycin resistance protein VanH)	vanH	Enterococcus faecium (Streptococcus faecium)	322
Q06241	VANX_ENTFC	reviewed	D-alanyl-D-alanine dipeptidase (D-Ala-D-Ala dipeptidase) (EC 3.4.13.22) (Vancomycin B-type resistance protein VanX)	vanX	Enterococcus faecium (Streptococcus faecium)	202
B8EBV1	UPPP_SHEB2	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Sbal223_3161	Shewanella baltica (strain OS223)	266
A8H157	UPPP_SHEPA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Spea_0967	Shewanella pealeana (strain ATCC 700345 / ANG-SQ1)	266
A8FS68	UPPP_SHESH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Ssed_1080	Shewanella sediminis (strain HAW-EB3)	266
P13082	STR_KLEPN	reviewed	Streptomycin 3''-kinase (EC 2.7.1.87) (Streptomycin 3''-phosphotransferase) (SPH)	str	Klebsiella pneumoniae	266
Q5HWW4	UPPP_CAMJR	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP CJE0198	Campylobacter jejuni (strain RM1221)	267
Q2RKY8	UPPP_MOOTA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Moth_0571	Moorella thermoacetica (strain ATCC 39073 / JCM 9320)	261
Q6HPB7	UPPP1_BACHK	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 bacA BT9727_0251	Bacillus thuringiensis subsp. konkukian (strain 97-27)	265
A8APU0	UPPP_CITK8	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP CKO_04447	Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)	272
Q81T84	UPPP2_BACAN	reviewed	Undecaprenyl-diphosphatase 2 (EC 3.6.1.27) (Bacitracin resistance protein 2) (Undecaprenyl pyrophosphate phosphatase 2)	uppP2 bacA-2 bacA2 upk2 BA_1403 GBAA_1403 BAS1296	Bacillus anthracis	263
Q81G27	UPPP2_BACCR	reviewed	Undecaprenyl-diphosphatase 2 (EC 3.6.1.27) (Bacitracin resistance protein 2) (Undecaprenyl pyrophosphate phosphatase 2)	uppP2 bacA2 upk2 BC_1384	Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711)	263
Q6AKL2	UPPP_DESPS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP DP2384	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	254
A6LEL8	UPPP_PARD8	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BDI_2407	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	266
B1I2Y8	UPPP_DESAP	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Daud_0835	Desulforudis audaxviator (strain MP104C)	261
Q7V8Z1	UPPP_PROMM	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk PMT_0180	Prochlorococcus marinus (strain MIT 9313)	299
B0KUY1	UPPP_PSEPG	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP PputGB1_2919	Pseudomonas putida (strain GB-1)	276
P60938	UPPP_GEOSL	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk GSU0387	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	269
B3E340	UPPP_GEOLS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Glov_0524	Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ)	272
Q1Q993	UPPP_PSYCK	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Pcryo_1983	Psychrobacter cryohalolentis (strain K5)	280
B2HXY4	UPPP_ACIBC	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP ACICU_03018	Acinetobacter baumannii (strain ACICU)	272
B8CJF5	UPPP_SHEPW	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP swp_1120	Shewanella piezotolerans (strain WP3 / JCM 13877)	266
A5IVD7	TCAA_STAA9	reviewed	Membrane-associated protein TcaA	tcaA SaurJH9_2380	Staphylococcus aureus (strain JH9)	460
P0A8M3	SYT_ECOLI	reviewed	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS b1719 JW1709	Escherichia coli (strain K12)	642
P21467	RS5_BACSU	reviewed	30S ribosomal protein S5 (BS5)	rpsE spcA BSU01330	Bacillus subtilis (strain 168)	166
B2SHN5	UPPP_XANOP	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP PXO_03569	Xanthomonas oryzae pv. oryzae (strain PXO99A)	265
Q7N0B9	UPPP_PHOLL	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk plu3973	Photorhabdus luminescens subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01)	272
